corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 133618
query: Query:[lempos_lc="(love)-v"]
Reference,Sentence
wikipedia.org | <s> My father and mother came to love him very much. </s> 
wikipedia.org | <s> Colour was always less important than tone, she painted the hills and the seas of the area she loved so well, she painted the earth and those who worked it, depicting rich brown soils, piles of potatoes, small groups of driven cattle, indistinguishable farm buildings and terraced houses running along the streets of Aspatria. </s> 
wikipedia.org | <s> As well as describing the excesses noted above, it also details the loneliness that many sailors feel when they suddenly find themselves with free time but without loved ones to share it with. </s> 
wikipedia.org | <s> Plague Knight reveals that his intention was always to use the potion to win Mona's heart, but she confesses she already loves him. </s> 
wikipedia.org | <s> Released on the heels of the #3 (US) hit "Who Loves You" and the #1 "December 1963 (Oh, What A Night)", both of which Polci was also lead or co-lead, the single was an edited version of a six-minute, nine second, song that married lyrics of love and Western movies with a disco beat that was the signature of "Who Loves You". </s> 
wikipedia.org | <s> They take jobs at a fairground but they find themselves in a predicament as they "bicker" but ultimately reconcile due to love . </s> 
wikipedia.org | <s> Caroline Rosenthal, "The Inadequacy of Symbolic Surfaces: Urban Space, Art and Corporeality in Siri Hustvedt's What I Loved ," in ed. </s> 
wikipedia.org | <s> Jeff loved British music. the wired consciousness of The Clash, the way Siouxsie and the Banshees went from gun-metal moodiness to skies of fireworks. </s> 
wikipedia.org | <s> Described as "Plump and smiling with a warm and friendly, genial personality " Smacka was a much loved entertainer, a rare breed who left a smile on everyone's face was a regular performer on Melbourne television shows, notably "Sunnyside Up", In Melbourne Tonight and The Penthouse Club. </s> 
wikipedia.org | <s> Lois watches a video tape left by her mother, where Ella Lane (Teri Hatcher) tells Lois not to let the loss of a loved one keep her from living up to her full potential. </s> 
wikipedia.org | <s> However at the climax, when Shwetha asks Nadaraj to speak to her, he keeps silent because he had asked a doctor to cut his tongue so that he could be the Nataraj that Swetha had come to love . </s> 
wikipedia.org | <s> June Lodge recorded a version of the song in 1980, which became the best-selling single of 1982 in the Netherlands, and American singer Lutricia McNeal had a big hit with her version of "Someone Loves You Honey" in 1998. </s> 
wikipedia.org | <s> Despite Fletcher's comment that "Dave was loving it ...he was on a different planet", his heroin addiction had increased, Gore was drinking excessively and had several seizures, Fletcher was suffering from clinical depression to the point where he was replaced by Daryl Bamonte on all dates from April and the grueling nature of touring had taken its toll on Wilder. </s> 
wikipedia.org | <s> During her first year she encountered physics for the first time; and during her course on solid state physics decided that she loved the subject. </s> 
wikipedia.org | <s> Luna Valente is a 16-year-old girl who loves to rollerskate and lives with her adoptive parents in Cancún, Mexico, living in the mansion of the family for whom her parents work. </s> 
wikipedia.org | <s> An anonymous comic verse c.1700, namechecking various Dublin Castle courtiers of the Lord Lieutenant, suggests the ideal beau would be one who "like Hartstong loves ". </s> 
wikipedia.org | <s> I wanted to do something that has an Egyptian vibe because I love gold but with a ladylike twist pearls and stones," Schroeder said of the collaboration. </s> 
wikipedia.org | <s> Static has a number of supporting characters in his from best friends Rick Stone, Larry Wade and Frieda Goren to sometime love interest Daisy Watkins. </s> 
wikipedia.org | <s> She told an Inside Soap writer "She was definitely falling for him, but I don't think she really ever loved . </s> 
wikipedia.org | <s> She wishes for her skin to be lighter, but through a supernatural experience, she comes to love her dark skin color. </s> 
wikipedia.org | <s> To them the Bra Boys were much more than a gang, they were a group of friends, and a family of their own that loved to surf and always stood up for one another. </s> 
wikipedia.org | <s> In conjunction with the "Blood vs. Water" twist, remaining contestants were given the option to switch places with their loved one if their loved one was on Redemption Island. </s> 
wikipedia.org | <s> Reward: An overnight stay at a resort in Phuket Island with their loved one, plus ฿10,000 pocket money. </s> 
wikipedia.org | <s> Once their loved one retrieves the key and unlocks their respective tribe member, the tribe member must use the sandbags to knock down targets. </s> 
wikipedia.org | <s> No grief stage theory has been able to account for how people cope with loss, why they experience varying degrees and types of distress at different times, and how or when they adjust to a life without their loved one over time. </s> 
wikipedia.org | <s> He moves into a hut with her and reveals why he left her the previous two times – the first because, sickened by the senseless slaughter and death his family inflicted on anyone who might be considered a rival, he had resolved to leave the wulin himself and live a simple life; the second, after he rode off with her on the eve of a marriage with a man she did not love , after it became clear that she did not understand and would never be content with the simple life he so desired. </s> 
wikipedia.org | <s> Tall and odd-looking, with just two teeth in his mouth, Zein has made a reputation for himself as the man who falls in love over and over with girls who promptly marry other men- to the point where mothers seek him out in hopes that he will draw the eye of available suitors to their eligible daughters. </s> 
wikipedia.org | <s> Hikaru used to be bullied by her classmates since they believed she was acting stuck up and snobby while she modeled, and although she loved modeling, she eventually quit to avoid the bullying. </s> 
wikipedia.org | <s> In 2010, she signed with "Expecting Models" and worked with top maternity companies like Loved and Lavish (Heidi Klum), Motherhood Maternity and Thyme Maternity. </s> 
wikipedia.org | <s> Firstpost gave it a rating of 2 out of 5, noting that the film was all about Kapoor and Chopra's "magnetic screen presence" in "the picturesque surroundings they fall in love in. </s> 
wikipedia.org | <s> Intimate scenes of daily routines and affectionate exchanges with friends and loved ones provide a glimpse into how they have managed to carry on despite their traumatic experiences. </s> 
wikipedia.org | <s> Although he said he had feelings for both the girls, he said that he loved Carianne and he chose her as his "girlfriend", telling her he loved her and she replied that she loved him also. </s> 
wikipedia.org | <s> At dinner, Alex reveals he loves JoJo, and though there was not a rose to give out, he is eliminated after being told that she did not feel the same way. </s> 
wikipedia.org | <s> Jed tries to explain his side of the story, claiming that his relationship prior to the show "wasn't serious" despite telling her he loved her. </s> 
wikipedia.org | <s> Director Matt Reeves stated: "I just felt like, well, what I'd love to do is to get a version of this Batman character where he's not yet fully formed. </s> 
wikipedia.org | <s> Issued in August, the band's fourth single, "She Loves You", achieved the fastest sales of any record in the UK up to that time, selling three-quarters of a million copies in under four weeks. </s> 
wikipedia.org | <s> In an interview Marion Raven said their songs were always about their experiences and thoughts, and that this album's songs were "mostly about love ," though also touched on jealousy and how they see the world. </s> 
wikipedia.org | <s> Lonnie, distraught over the loss of his pet, conspires with his best friend, Text, to trick Willie, who infamously loves to engage in various trades with local individuals, to regain possession of the dog by having Willie trade them the dog for assistance with manual labor. </s> 
wikipedia.org | <s> Laura Lee endures complications involving a comic Pasha and some clownish thieves before she realises that she loves Percy in return, and the two are united. </s> 
wikipedia.org | <s> Easy Reader (Morgan Freeman): a smooth hipster who loved reading since season 1 (1971–1972); associated with Valerie the Librarian (Hattie Winston) and Vi (Lee Chamberlin) in her diner. </s> 
wikipedia.org | <s> In a flashback, Se-wa asks Se-joon if he would choose to be loved by all or loved by one, and he replies that he would rather be loved by one. </s> 
wikipedia.org | <s> Her father arrives and seeing Bayard and Nadine together and told that she loves him, does not stand in the way of their reunion. </s> 
wikipedia.org | <s> When Rosina refused to marry another, their engagement was discovered, and although Sir Peter loved his son and Rosina, he was angry at their deception. </s> 
wikipedia.org | <s> Then, when Hook begs for redemption, Ariel makes Hook swear that he still believes in love, and that he still loves the woman who broke his heart. </s> 
wikipedia.org | <s> But, when Ted does become a ghoul again, Morris once more uses him to try to kill off the one person Isabel truly seems to love –Eric Iverson (Turhan Bey), her partner and pianist. </s> 
wikipedia.org | <s> The band initially stressed that they were not "the Nutty Boys" the public knew and loved , as they attempted to become a more serious group. </s> 
wikipedia.org | <s> The earl argues with Yvonne, who loves Agravaine and opposes what the earl has planned, though Agravaine does not hear this. </s> 
wikipedia.org | <s> Yayoi proposes marriage to Ichi and, after listing all his perceived faults, and her saying she has loved him for a long time finally relents, accepting her proposal and accedes to her request to become a new person. </s> 
wikipedia.org | <s> Lyrically, the song is directed at a lover, telling him that she is the one and wanting him to love her. </s> 
wikipedia.org | <s> Ivan, then known as Mud, loved to make drawings in the mud and play with his sister Tag who loved playing tag. </s> 
wikipedia.org | <s> Van Dyk believes it is important to recognise that many thousands of people were affected by this tragedy, and lost loved ones. </s> 
wikipedia.org | <s> Additionally, he draws out a range of opinions from his peers; for instance, while Kondabolu said that despite Apu he still loved The Simpsons, Kal Penn said the character ruined the show for him. </s> 
wikipedia.org | <s> While visiting a park overlooking the Atlantic Ocean, they hide a costume jewelry necklace under a large rock, promising that they will love each other as long as it remains undisturbed–which they expect to be forever. </s> 
wikipedia.org | <s> From an outside view it may seem she doesn't care for her kids or husband, but in fact she loves them devotedly, even though she may express it through a recording or videotape. </s> 
wikipedia.org | <s> The old man answers that even though his son betrayed the Emperor, resulting in the old man's exile, he still loves him. </s> 
wikipedia.org | <s> Later on, Ashley tells Anne that although it seems like their family is divided into two sides, she still loves her mother too. </s> 
wikipedia.org | <s> There is an increasing sense of tension and doom during Anna and Chantel's two-month stay on the island; Monique grows more and more distraught and angry over the thought that Red doesn't love her, and Anna finds out that Chantel had married Rex before they set sail. </s> 
wikipedia.org | <s> In traditional tales, the woman is softened and continues to love the man once he is revealed to be royalty but in Andersen she is cast away and left alone mourning the loss of love and status. </s> 
wikipedia.org | <s> Throughout 2006 and 2007 the director Brian J. Averill followed the Tinklers and interviewed their friends creating the documentary Everybody Loves The Tinklers. </s> 
wikipedia.org | <s> Before the tournament, Arcite prays to Mars that he win the battle, Palamon prays to Venus that he marry Emilia and Emilia prays to Diana that she be wed to the one who loves her best. </s> 
wikipedia.org | <s> The "religion of Jesus" is considered to be practiced by way of loving God the Father, thereby learning to love each person the way Jesus loves people; that is, recognizing the "fatherhood of God and its correlated truth, the brotherhood of man," resulting in unselfish service to others. </s> 
wikipedia.org | <s> Ellid and Cuin accompany Bevan as he makes his preparations to leave Isle and they discover they have loved each other all along. </s> 
wikipedia.org | <s> The play ends with the brother terrified that he will be blamed by all for driving Ben Zion to suicide, and with Lisa declaring that she has loved Ben Zion all along and that the others "killed him with their fear of the truth". </s> 
wikipedia.org | <s> The U.S. Single version includes an iPod video formatted file of the music video for "The Youngest Was the Most Loved " ready to play and transfer to a 5th Generation iPod. </s> 
wikipedia.org | <s> Jessica Robertson, an AOL music editor, said, "It's a safe, mid-tempo pop ballad that features what his fans love : his trademark breathy vocals and confident delivery. </s> 
wikipedia.org | <s> The film rights to Phillips's 1955 novel The Loved and the Unloved were sold and in the 1960s, he began working with Hollywood director Robert Altman. </s> 
wikipedia.org | <s> In the last stanza, the speaker urges the woman to requite his efforts, and argues that in loving one another with passion they will both make the most of the brief time they have to live. </s> 
wikipedia.org | <s> Todomondo are a Romanian band that represented Romania at the Eurovision Song Contest 2007 with their song "Liubi, Liubi, I love you". </s> 
wikipedia.org | <s> The pair recorded a podcast on Dec. 30, 2018, titled, "Our Last Day Together" discussing their divorce and desire to remain great friends who love each other. </s> 
wikipedia.org | <s> Top Gear does a special edition of Top of the Pops, with boyband McFly challenged to write and perform a song with the words "sofa," "Hyundai," and "administration" but not " love ", "baby," or "heart". </s> 
wikipedia.org | <s> Captain Christian Hodge joked that he had to explain to his superiors that the filmmakers wanted to portray most of their aircraft as evil Decepticons: however, he remarked "people love bad guys". </s> 
wikipedia.org | <s> Defying her father's wishes, she takes on a gig as an undercover bodyguard for a famous actress at an agency, where she must navigate the unfamiliar world of glitz, glamour and even love . </s> 
wikipedia.org | <s> Two windows were given as general thank offerings, twenty six are memorials to loved ones: wives, husbands, sons, other family members and rectors. </s> 
wikipedia.org | <s> One of her chores is to take care of six-year-old Bobby and, while she loves her little brother, she often loses patience with the mischievous child. </s> 
wikipedia.org | <s> Billed as "the magazine for people who love books," The Coffin Factory produced five issues with work representing over 30 countries. </s> 
wikipedia.org | <s> Three of the songs played at the venue are featured in The Beatles: The First U.S. Visit DVD: I Wanna Be Your Man, She Loves You and I Saw Her Standing There. </s> 
wikipedia.org | <s> Phog (Noor Muhammad Charlie) mentions the unmatchable beauty of Marvi (Nigat Sultana), a village girl from Malir whom he loves but who is engaged to a fellow villager, Khet. </s> 
wikipedia.org | <s> The episode ends with a final waltz of the entire Martini family wedding's mario and antonia they are excpeting a liitle girl its name nicole on the notes of the famous Italian song : " Parlami d'amore, Mariù " (Tell me about love , Mariù), in honor of Carlo Bixio, the creator of the television series. </s> 
wikipedia.org | <s> Renata loves to spy on her neighbors from the bedroom window with Justito's telescope, thus finding out all the gossip of the building. </s> 
wikipedia.org | <s> Dante tells her of a secret code – "Darwin loves Bitcoin" – the use of which is an emergency signal meant to alert Gromov's agents to dissolve their network. </s> 
wikipedia.org | <s> Before coming out to his family and loved ones, Vice Ganda was known as "Tutoy", which was his nickname as a young boy. </s> 
wikipedia.org | <s> Vicky's loved ones rallied around her to protect her from Grant, who was determined more than ever to have Kirkland to himself. </s> 
wikipedia.org | <s> She enters into the inspired poets and visionaries, gives expression and energy to those she loves ; she is called the "mother of the Vedas" and consort of Prajapati, the Vedic embodiment of mind. </s> 
wikipedia.org | <s> His loss prompted him to write two poignant poems about the man he had grown to love : "To A Very Wise Man" and "Revisitation". </s> 
wikipedia.org | <s> Watts reminded Clary whenever they spoke that God loved him, even responding to a threatening phone call from Clary (in which he was told that Clary and other Klansmen were coming for him) by telling Clary that it was unnecessary because he would meet Clary and buy him dinner. </s> 
wikipedia.org | <s> I love the people of Sufism who are moderate, those who are committed to the Qur'an and sunnah; and I hate (the Sufism) of heretical innovations and that which is alien to Islam, this is my methodology. </s> 
wikipedia.org | <s> Tomlinson stated that he loved "the indie sound of the song" and its "circular nature – it opens and closes with the same lyric". </s> 
wikipedia.org | <s> After nearly being attacked by a group of birds who've become fed up with their attempts to take down Fagin, Oliver gets angry with Olivia for teasing him to love her. </s> 
wikipedia.org | <s> Angela breaks free, rushes home, and tells Cal she loves him as a husband – calling him by the name Jon – before she bashes his head in and pulls out a small disc shaped like Manhattan's symbol, causing his body to glow blue. </s> 
wikipedia.org | <s> She has a distaste for adulthood, acquired partly by the example of it set by her father, whom she loves but fears due to his somewhat violent fits of anger. </s> 
wikipedia.org | <s> Glass was dearly loved by Chinese and missionaries alike and was considered the rock in which the missionaries were held together in Hwanghsien and the light that led so many to Christ. </s> 
wikipedia.org | <s> Truth to tell, I don't know much about him other than that he was responsible for a small number of gems. ... Of all 's many projects, none is loved more than the work he did in tandem with Willy Franz. </s> 
wikipedia.org | <s> So when Lucas marries Sami's sister Carrie Brady, and Sami gets engaged to Austin, Will is happy, as he loves both his aunt and uncle, and his parents. </s> 
wikipedia.org | <s> I may be young but I've plenty of experience of captaincy and I love it, being out there right in the mixer. </s> 
wikipedia.org | <s> Ms. Treason later explains to Tiffany that she knew that the villagers would never love her, and that the other option was to make them fear her: She decided they either had to fear her, or love her, so that she could hold some power over them. </s> 
wikipedia.org | <s> In her review of New Life, Erika Ramirez of Billboard said: "Monica adds some throbbing synths and twinkling piano on another "I love my man" cut. </s> 
wikipedia.org | <s> Conner quickly forgives her, arguing that even if Cassie still loves him, she could not have known of his impending resurrection in the immediate aftermath of the Infinite Crisis, so she has nothing to blame. </s> 
wikipedia.org | <s> In "Young & Hold", when Gabi tells Josh she loves him, Josh is about to say he loves Gabi back, but a squirrel scares them both and Josh hits his head and loses his memory of her. </s> 
wikipedia.org | <s> Although the lyrics do not specifically say so, the ballad is probably about a girl saying goodbye to the one she loves –the song is sung by the female character, Hitomi. </s> 
wikipedia.org | <s> You can only love a human being." </s> 
wikipedia.org | <s> "Isn't love a sharing?" </s> 
wikipedia.org | <s> ^ "Two men love same woman sixteen Years". </s> 
wikipedia.org | <s> "But he always loved football." </s> 
wikipedia.org | <s> I love her dress, I love her tooth... </s> 
wikipedia.org | <s> I felt loved by the people here..." </s> 
wikipedia.org | <s> "I've loved every second of it." </s> 
wikipedia.org | <s> ^ "5 things to love on your telly tonight!" </s> 
wikipedia.org | <s> I just love that message." </s> 
wikipedia.org | <s> ^ "Efron films love story with Danes". </s> 
wikipedia.org | <s> The actors loved doing it because they're earned moments." </s> 
wikipedia.org | <s> ^ a b "CWSF 1985 loved eating kids". </s> 
wikipedia.org | <s> "Won't you do what I ask, love ? </s> 
wikipedia.org | <s> He lives in and loves Washington Heights." </s> 
wikipedia.org | <s> It's really only Sue he loves and wants." </s> 
wikipedia.org | <s> But we were totally wrong, people totally loved it." </s> 
wikipedia.org | <s> Sean loves it now, all the little children love it." </s> 
wikipedia.org | <s> I would love to work with them again in the future." </s> 
wikipedia.org | <s> I loved the complexity of the human beings." </s> 
wikipedia.org | <s> I guess I love you." </s> 
wikipedia.org | <s> I love you @toddgrinnell ❤️❤️❤️ I love you. </s> 
wikipedia.org | <s> "Developers love trendy new languages but earn more with functional programming". </s> 
wikipedia.org | <s> (kids loved this, scoring 92% in the top two boxes) </s> 
wikipedia.org | <s> "Why I love the idea of Israel Folau playing footy". </s> 
wikipedia.org | <s> I loved the idea of the totally arbitrary nature of infidelity." </s> 
wikipedia.org | <s> If you love horror flicks, you should not miss this one." </s> 
wikipedia.org | <s> I find him very very passionate about his family and his loved ones." </s> 
wikipedia.org | <s> I love them both." </s> 
wikipedia.org | <s> "I loved it when they called the play," Weah said. </s> 
wikipedia.org | <s> Most of all, I love the human voice for its own sake." </s> 
wikipedia.org | <s> Dotty O'Neill: Frank's somewhat eccentric 4th class teacher who loves Euclid </s> 
wikipedia.org | <s> I learned to love him more than I have ever loved before or after." </s> 
wikipedia.org | <s> I wanted it to be pro-peace, and about loving your neighbor." </s> 
wikipedia.org | <s> I loved that concept." </s> 
wikipedia.org | <s> I just loved , loved, loved that school, everything about it." </s> 
wikipedia.org | <s> ^ "One Off - In living and loving Occupational Hazards". </s> 
wikipedia.org | <s> "I am waiting return to Azerbaijan football / I love Tabriz and Tractor". </s> 
wikipedia.org | <s> ^ In another twist, the players and their loved ones competed as teams for immunity. </s> 
wikipedia.org | <s> I still do lots of Magnum songs on stage because the crowd loves them." </s> 
wikipedia.org | <s> "Michael O'Leary: Stunt pilot whose enemies would love to see him crash". </s> 
wikipedia.org | <s> You'll love living in it, if you can ignore all the purple." </s> 
wikipedia.org | <s> A lot of parents say theoretically, 'You have to do what you love .' </s> 
wikipedia.org | <s> "I had always loved Michigan, had attended their gymnastics camps since I was 13 years old. </s> 
wikipedia.org | <s> He loves hearing "CURSE YOU RUNCIBLE SPOON!!!" </s> 
wikipedia.org | <s> "Mama says she loves me, but you do love me," Elisabeth replied. </s> 
wikipedia.org | <s> ^ "ADDICTED TO LOVE (1997) B". </s> 
wikipedia.org | <s> I love TV." </s> 
wikipedia.org | <s> ^ "Reel China: Love You for Loving Me". </s> 
wikipedia.org | <s> ^ Allain, Steven J.R. "In Memoriam- The man who loved frogs". </s> 
wikipedia.org | <s> "Last living Seminole Code Talker walks on, loved ones pay respects, honor hero". </s> 
wikipedia.org | <s> "Margaret Spufford loved truth, loved people, loved to laugh – despite it all". </s> 
wikipedia.org | <s> Chapter 2 - The Best Democracy money can buy: The Bushes and the billionaires who love them </s> 
wikipedia.org | <s> How to be Loved is one of the top albums of the year." </s> 
wikipedia.org | <s> ^ "Skales and Neza officially a couple, they both shared loved up photo on Instagram". </s> 
wikipedia.org | <s> The album cover notes that it is "the kind of song that Nimoy personally loves to sing." </s> 
wikipedia.org | <s> Of his influences, Patton stated "I love trumpet, I love trombone, I love reeds... </s> 
wikipedia.org | <s> Let's unite, let's serve Oh all the Territory peoples Let's love , let's save Wholeheartedly </s> 
wikipedia.org | <s> ^ Percy Chatterton: A life that was loved Pacific Islands Monthly, February 1985, pp23–24 </s> 
wikipedia.org | <s> "Adobe exec: Creative Cloud complainers will love us once they try us (interview)". </s> 
wikipedia.org | <s> Lance Secretan wrote that "We may respect a leader, but the ones we love are servant-leaders." </s> 
wikipedia.org | <s> "Over-the-top hair, makeup and more: India Ferrah has loved drag since she was a kid". </s> 
wikipedia.org | <s> "With proper care, proper support, and love , we can share the miracle that is life". </s> 
wikipedia.org | <s> ^ "Jewish Games not loved by all: Competition and Controversy," The Canadian Jewish News. </s> 
wikipedia.org | <s> ^ "Twitter / Sia: Love this amazing cover of diamonds". 12 April 2013. </s> 
wikipedia.org | <s> The crowd absolutely loved it.. @FalmouthWeek @SouthwestBars @piratefm t.co/q70CcgzGO5" (Tweet). </s> 
wikipedia.org | <s> ^ a b "Tony Knap loved his years in coaching, now he's learning to love retirement". </s> 
wikipedia.org | <s> "I love you for all the wonderful 25th birthday wishes, you've made it my favourite age already! </s> 
wikipedia.org | <s> I'm sure if it's not a giant pile of shit, we'd love to play it live. </s> 
wikipedia.org | <s> But we're not out here to preach to kids, we're out here because we love music." </s> 
wikipedia.org | <s> I didn't love her when I married her, but I did love her after our first year." </s> 
wikipedia.org | <s> ^ "I'm loving life coaching the next batch of future stars at Hamilton Accies says Dougie Imrie". </s> 
wikipedia.org | <s> His game was very much loved by BFC Dynamo Berlin fans who gave him the nickname "FUSSBALL GOTT." </s> 
wikipedia.org | <s> I loved Montclaire Elementary!! </s> 
wikipedia.org | <s> " Love the Way You Lie: What's Eminem Trying To Say?" </s> 
wikipedia.org | <s> ^ "Cranes of Wisconsin Near Wisconsin Dells, a global village of birds lives, loves and thrives". </s> 
wikipedia.org | <s> Meanwhile, Computer and Video Games wrote "Anyone who enjoys a good shoot'em up should love this..." </s> 
wikipedia.org | <s> Deux amors, a 1949 French comedy film directed by Richard Pottier and released in English as Two Loves </s> 
wikipedia.org | <s> ^ "Alien Loves Predator: In New York, no one can hear you scream". </s> 
wikipedia.org | <s> Nights and Loves of Don Juan (1971) - One of Aiscia's Wardens (uncredited) </s> 
wikipedia.org | <s> I love power and in the next life I have a chance to be even more powerful than I am." </s> 
wikipedia.org | <s> ^ CNN.com "Expert: Discipline, love key to home business",CNN.com, October 12, 2007. </s> 
wikipedia.org | <s> "To drive an audience of 100,000 into complete oblivion by playing a groove so strong ... I love doing that. </s> 
wikipedia.org | <s> This will be an exhibition of all the things I love w/ like minded people for whom I care deeply. </s> 
wikipedia.org | <s> I love writing stories with villains as the main character, and this book is about Thanos all the way." </s> 
wikipedia.org | <s> I love you- and there is no question - TOGETHER, WE WILL MAKE AMERICA GREAT AGAIN!" </s> 
wikipedia.org | <s> I love Ego Death, that was a great record, but I know this one is a step up." </s> 
wikipedia.org | <s> ^ a b c "The Amphicar 770 is a Car No One Understands, Everyone Loves ". </s> 
wikipedia.org | <s> My dad took me there, and I got rewarded for fighting, so that's how I loved boxing." </s> 
wikipedia.org | <s> ^ "Good To Be Loved (UK Radio Edit) - Single by M-22". </s> 
wikipedia.org | <s> " Love your enemies" is a Bible phrase from the Sermon on the Mount, specifically Matthew 5:44. </s> 
wikipedia.org | <s> As much as I love stealing @paulwesley 's thunder, it's really today. ox" (Tweet). </s> 
wikipedia.org | <s> Nintendo Power said that "you may not love all of it, but you will love much of it." </s> 
wikipedia.org | <s> An article by Aakash Chopra has also appeared in the book "Sachin Tendulkar : The man cricket loved back." </s> 
wikipedia.org | <s> "Merle Haggard May Have Hated Modern Country Music, But the Singers Loved Him". </s> 
wikipedia.org | <s> He could not live without something to love ... his bird and his flowers became the objects of his tender care." </s> 
wikipedia.org | <s> "How Sweet It Is (To Be Loved by You)" (Holland-Dozier-Holland) - 2:58 </s> 
wikipedia.org | <s> "Love in Bloom" from She Loves Me Not – Music by Ralph Rainger; Lyrics by Leo Robin </s> 
wikipedia.org | <s> And any team with Barda on it automatically has a certain bull in a China shop tremble, and I love that... </s> 
wikipedia.org | <s> She appeared in the Bryan Adams' 1995 music video, "Have You Ever Really Loved a Woman?" </s> 
wikipedia.org | <s> That's how I feel comfortable expressing myself -- loving who I feel like loving and who I'm attracted to." </s> 
wikipedia.org | <s> Pulido said "That's what art is about for me, creating with other people that you love and appreciate." </s> 
wikipedia.org | <s> "'Call Me by Your Name' Screenwriter James Ivory Loves the Story Too Much to Think About Sequels". </s> 
wikipedia.org | <s> At 130AD he visited the city and built Antinoos' temple, (a person he very much loved , that was sacrificed for him), the newest in the city [11]. </s> 
wikipedia.org | <s> Recorded in the popular Doo-Wop style, Miracles lead singer Smokey Robinson, as the song's narrator, then takes it from there, singing to the woman he loves , promising her eternal devotion: </s> 
wikipedia.org | <s> 1 Though I speak with the tongues of men and of angels, but have not love I am only a resounding gong or clanging cymbal resounding in the wind. 2 And though I have the gift of prophecy, and can understand all mysteries and all knowledge, and though I have faith, that can move mountains, but have not love, I am nothing. 3 And though I give all I possess to the poor, and surrender my body to the flames, but have not love, I gain nothing. </s> 
wikipedia.org | <s> "These were my men ... hey died doing what they loved : riding on motorcycles, kicking in doors, serving on SWAT", he said. </s> 
wikipedia.org | <s> To win on this weekend at this track with the tragedy we had in '04, we're thinking of all the loved ones that we lost in the plane crash." </s> 
wikipedia.org | <s> Phil Dyess-Nugent of The A.V. Club was positive in his assessment of the special, noting, "As they stress out and cocoon in their offices and forget what combs are for, you realize how much they must love what they're doing, because nobody would do this just for the money, so long as they already had carfare back home." </s> 
wikipedia.org | <s> "I wanted to be , because I had seen Travis Banton's name on the screen for credit for the costumes, in the movies, and I loved his work. </s> 
wikipedia.org | <s> a great love have You loved us, Lord, our God; a great and superabundant compassion have You had compassion upon us. </s> 
wikipedia.org | <s> p11) He grew up in a part of Northampton known as The Boroughs, a poverty-stricken area with a lack of facilities and high levels of illiteracy, but he nonetheless " loved it. </s> 
wikipedia.org | <s> For healing a wound I have spent my life but I lived it anyway I was born and I left To die, to live, because death is stronger than me I sang and lived in each couplet bled loved sung born and gone... </s> 
wikipedia.org | <s> While being interviewed by guest editor Kelis of Idolator, Robyn explained that the tour's name means to her, "To me, that means it all, love , and everyone's invited!" </s> 
wikipedia.org | <s> News & Review summarized Alvin and the Chipmunks as "disposable junk that'll probably be forgotten in a month," but Philip French wrote that "kids will love it and I found it tolerable." </s> 
wikipedia.org | <s> Alex Carlson of Hardcore Gamer gave the PC version of this "underdog...competent, if uninspired indie platformer" a review score of 3/5, opining, "Amazing Princess Sarah is well-worth five bucks if you love old-school gems like Castlevania but if you're not into that classic retro scene, will do as much to convince you of the genre's flaws as it convinces you of its strengths." </s> 
wikipedia.org | <s> Her talk, "Having It Both Ways, or Writing From the Third Perspective: The Revolutionary M/M/F Ménage Romance Novel" was presented at Princeton University's 2009 conference: " Love as the Practice of Freedom? </s> 
wikipedia.org | <s> Daily Sun (July 19, 2005): United by man they all loved ... 10 years after, the Apata widows are still together </s> 
wikipedia.org | <s> His family loved to sing and his father, William N. B. Shepherd, wrote the hymn "Give Us Room That We May Dwell." </s> 
wikipedia.org | <s> A former chairperson of the American Music Center, she serves on many boards and, according to the American Academy of Arts and Letters, "has become one of the most recognizable and widely loved figures in American Music." </s> 
wikipedia.org | <s> Both people, she says, are "lovely, lively, large ladies who are great cooks and love feeding people with food and advice." </s> 
wikipedia.org | <s> So we felt like to do it as a short-term event where you could just catch up with these actors that you love and do something that was wildly different was a great way to honor the legacy of the show." </s> 
wikipedia.org | <s> Other quotes include, "No to the impossible," "We love life if we had access to it," "I will dream," "How big is the idea, how small is the state," "Those who have no land have no sea," "On this earth there are things worth living for," "One day we will be who we want to be, the journey has not started and the road has not ended," and "My people will return as air and light and water." </s> 
wikipedia.org | <s> Distraught, Tom asks her if she loves him, and she replies, "Yes, but if our love destroys your family, then it will destroy itself, in a long, slow degradation of guilt and regret and blame." </s> 
wikipedia.org | <s> When Hollywoodlife.com asked Ed Westwick, who played Chuck Bass, which character he thought loved Blair more, Chuck or Dan, Westwick pointed to Badgley, saying "definitely him." </s> 
wikipedia.org | <s> At the conferral ceremony, Pope Benedict XVI praised Daley for his ecumenical work with the following words: "Father Daley, through his in-depth study of the Fathers of the Church, has placed himself in the best school for knowing and loving the one and undivided Church, also in the wealth of her different traditions; for this reason, he also performs a responsible service in our relations with the Orthodox Churches." </s> 
wikipedia.org | <s> This is seriously a great album and I am sure listeners will love the fresh melodies and different styles even if you aren't a Chris Tomlin fan..." </s> 
wikipedia.org | <s> This album produced four chart singles for him on the Canadian country music charts, of which the highest was the No. 13-peaking "Love Music Loves to Dance." </s> 
wikipedia.org | <s> Ganatra concluded that "he's at the stage where he loves Carol, and then David comes back and ruins everything but she's worth fighting for." </s> 
